"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.056377450E1;2.125579834E-2;-2.110610962E-2;-9.805808716E0;9.805854468E0
1.057381550E1;3.218307495E-2;-5.837860107E-3;-9.785151672E0;9.785206338E0
1.058385750E1;2.993774414E-2;-1.197509766E-2;-9.767638092E0;9.767691312E0
1.059389850E1;4.924758911E-2;-1.002914429E-2;-9.772577820E0;9.772707053E0
1.060393950E1;2.724334717E-2;-1.422042847E-2;-9.797575836E0;9.797624033E0
1.061398150E1;3.652404785E-2;-1.886077881E-2;-9.784103851E0;9.784190202E0
1.062402250E1;3.113525391E-2;-1.901046753E-2;-9.775272217E0;9.775340286E0
1.063406350E1;1.930984497E-2;-8.532257080E-3;-9.807604980E0;9.807627701E0
1.064410550E1;-7.185058594E-3;-6.885681152E-3;-9.799521790E0;9.799526843E0
1.065414650E1;-1.032852173E-2;-1.362167358E-2;-9.806856537E0;9.806871436E0
1.066418850E1;1.481918335E-2;-2.020797729E-2;-9.793384552E0;9.793416613E0
1.067422950E1;4.041595459E-2;-1.257385254E-2;-9.796528015E0;9.796619453E0
1.068427050E1;3.727249146E-2;-1.422042847E-2;-9.824968872E0;9.825049862E0
1.069431250E1;4.011657715E-2;3.742218018E-3;-9.842482452E0;9.842564918E0
1.070435350E1;3.906875610E-2;-1.317260742E-2;-9.850715332E0;9.850801614E0
1.071439450E1;2.679428101E-2;-2.619552612E-2;-9.839338989E0;9.839410342E0
1.072443650E1;3.562591553E-2;-1.781295776E-2;-9.851314087E0;9.851394609E0
1.073447750E1;1.032852173E-2;-2.275268555E-2;-9.836195526E0;9.836227264E0
1.074451850E1;2.514770508E-2;-4.790039062E-3;-9.831405487E0;9.831438816E0
1.075456050E1;9.580078125E-3;-1.317260742E-2;-9.795779572E0;9.795793113E0
1.076460150E1;1.481918335E-2;-3.442840576E-3;-9.794881439E0;9.794893255E0
1.077464250E1;1.930984497E-2;1.332229614E-2;-9.815239105E0;9.815267141E0
1.078468450E1;5.164260864E-2;-1.242416382E-2;-9.811197510E0;9.811341289E0
1.079472550E1;5.882766724E-2;-2.874023438E-2;-9.817035370E0;9.817253697E0
1.080476650E1;5.254074097E-2;-3.532653809E-2;-9.819729767E0;9.819933869E0
1.081480850E1;5.134323120E-2;-4.700225830E-2;-9.824968872E0;9.825215452E0
1.082484950E1;2.275268555E-2;-2.679428101E-2;-9.806557159E0;9.806620159E0
1.083489104E1;2.993774414E-4;-2.933898926E-2;-9.804012451E0;9.804056355E0
1.084493304E1;9.131011963E-3;-2.215393066E-2;-9.801617432E0;9.801646721E0
1.085497404E1;1.975891113E-2;-2.993774414E-3;-9.807604980E0;9.807625341E0
1.086501504E1;2.080673218E-2;5.388793945E-3;-9.813592529E0;9.813616066E0
1.087505704E1;2.350112915E-2;6.137237549E-3;-9.811945953E0;9.811976017E0
1.088509804E1;3.847000122E-2;-7.334747314E-3;-9.794432373E0;9.794510669E0
1.089513904E1;4.086502075E-2;-2.679428101E-2;-9.807305603E0;9.807427342E0
1.090518104E1;3.757186890E-2;-3.367996216E-2;-9.801916809E0;9.802046680E0
1.091522204E1;2.963836670E-2;-3.787124634E-2;-9.802814941E0;9.802932900E0
1.092526404E1;3.128494263E-2;-2.754272461E-2;-9.814041595E0;9.814130109E0
1.093530504E1;1.272354126E-2;-4.640350342E-3;-9.818681946E0;9.818691286E0
1.094534604E1;3.442840576E-3;1.496887207E-3;-9.806108093E0;9.806108812E0
1.095538804E1;2.694396973E-3;-1.646575928E-3;-9.824070740E0;9.824071247E0
1.096542904E1;3.577560425E-2;3.742218018E-3;-9.821526031E0;9.821591902E0
1.097547004E1;3.981719971E-2;1.392105103E-2;-9.812095642E0;9.812186306E0
1.098551204E1;3.203338623E-2;-9.280700684E-3;-9.826016693E0;9.826073291E0
1.099555304E1;4.535568237E-2;-1.272354126E-2;-9.811945953E0;9.812059031E0
1.100559404E1;2.365081787E-2;-2.739303589E-2;-9.801318054E0;9.801384868E0
1.101563604E1;2.604583740E-2;-3.547622681E-2;-9.804611206E0;9.804709983E0
1.102567704E1;7.933502197E-3;-1.466949463E-2;-9.803862762E0;9.803876947E0
1.103571804E1;3.038681030E-2;-5.837860107E-3;-9.800120544E0;9.800169393E0
1.104576004E1;3.113525391E-2;-1.197509766E-2;-9.800120544E0;9.800177319E0
1.105580104E1;2.829116821E-2;-8.083190918E-3;-9.800719299E0;9.800763466E0
1.106584204E1;2.409988403E-2;3.742218018E-3;-9.816137238E0;9.816167535E0
1.107588404E1;3.592529297E-2;-1.152603149E-2;-9.824819183E0;9.824891626E0
1.108592504E1;1.751358032E-2;-2.754272461E-2;-9.828860779E0;9.828914972E0
1.109596604E1;3.532653809E-2;-3.832031250E-2;-9.829908600E0;9.830046770E0
1.110600804E1;3.233276367E-2;-4.221221924E-2;-9.827363892E0;9.827507738E0
1.111604904E1;2.933898926E-2;-3.053649902E-2;-9.820478210E0;9.820569512E0
1.112609004E1;2.993774414E-2;-1.661544800E-2;-9.817933502E0;9.817993206E0
1.113613204E1;1.706451416E-2;-1.017883301E-2;-9.813891907E0;9.813912021E0
1.114617304E1;3.323089600E-2;-2.260299683E-2;-9.816137238E0;9.816219509E0
1.115621404E1;2.814147949E-2;-5.538482666E-3;-9.814191284E0;9.814233194E0
1.116625604E1;2.260299683E-2;9.430389404E-3;-9.807006226E0;9.807036807E0
1.117629704E1;1.616638184E-2;4.640350342E-3;-9.808353424E0;9.808367845E0
1.118633904E1;8.083190918E-3;-8.981323242E-3;-9.798923035E0;9.798930485E0
1.119638004E1;2.170486450E-2;-3.038681030E-2;-9.786049805E0;9.786121052E0
1.120642104E1;5.688171387E-2;-2.380050659E-2;-9.800868988E0;9.801062948E0
1.121646304E1;6.541397095E-2;-3.397933960E-2;-9.804311829E0;9.804588926E0
1.122650404E1;6.331832886E-2;-1.122665405E-2;-9.815538483E0;9.815749128E0
1.123654504E1;4.445755005E-2;-1.107696533E-2;-9.805060272E0;9.805167317E0
1.124658704E1;2.469863892E-2;2.993774414E-4;-9.815089417E0;9.815120497E0
1.125662804E1;1.197509766E-2;-1.152603149E-2;-9.820478210E0;9.820492276E0
1.126666904E1;5.388793945E-3;-2.365081787E-2;-9.826615448E0;9.826645387E0
1.127671104E1;1.137634277E-2;-3.817062378E-2;-9.808054047E0;9.808134920E0
1.128675204E1;1.347198486E-2;-3.083587646E-2;-9.832902374E0;9.832959954E0
1.129679304E1;3.442840576E-2;-3.353027344E-2;-9.834399261E0;9.834516685E0
1.130683504E1;4.071533203E-2;-2.963836670E-2;-9.820777588E0;9.820906710E0
1.131687604E1;5.538482666E-2;-7.783813477E-3;-9.806108093E0;9.806267588E0
1.132691704E1;6.227050781E-2;1.257385254E-2;-9.818831635E0;9.819037141E0
1.133695904E1;4.206253052E-2;3.188369751E-2;-9.816586304E0;9.816728197E0
1.134700004E1;3.068618774E-2;1.676513672E-2;-9.812993774E0;9.813056075E0
1.135704104E1;8.083190918E-3;-1.377136230E-2;-9.820927277E0;9.820940258E0
1.136708304E1;2.245330811E-2;-2.125579834E-2;-9.800419922E0;9.800468693E0
1.137712404E1;8.532257080E-3;-2.604583740E-2;-9.817185059E0;9.817223317E0
1.138716604E1;3.143463135E-3;-1.571731567E-2;-9.808353424E0;9.808366521E0
1.139720704E1;1.990859985E-2;-3.397933960E-2;-9.807604980E0;9.807684049E0
1.140724804E1;2.694396973E-2;-2.784210205E-2;-9.812395020E0;9.812471512E0
1.141729004E1;3.218307495E-2;-1.167572021E-2;-9.790390778E0;9.790450636E0
1.142733104E1;3.053649902E-2;8.981323242E-4;-9.802515564E0;9.802563168E0
1.143737204E1;3.757186890E-2;-2.993774414E-3;-9.803264008E0;9.803336463E0
1.144741404E1;3.757186890E-2;-6.885681152E-3;-9.807155914E0;9.807230301E0
1.145745504E1;4.819976807E-2;-2.095642090E-2;-9.809550934E0;9.809691734E0
1.146749604E1;4.056564331E-2;-3.143463135E-2;-9.828112335E0;9.828246323E0
1.147753804E1;1.960922241E-2;-3.502716064E-2;-9.809550934E0;9.809633069E0
1.148757904E1;2.604583740E-2;-4.251159668E-2;-9.817035370E0;9.817161966E0
1.149762004E1;1.661544800E-2;-1.556762695E-2;-9.798773346E0;9.798799799E0
1.150766204E1;2.380050659E-2;-1.122665405E-2;-9.823771362E0;9.823806608E0
1.151770304E1;3.532653809E-2;-1.062789917E-2;-9.823621674E0;9.823690941E0
1.152774404E1;2.649490356E-2;-1.287322998E-2;-9.826465759E0;9.826509910E0
1.153778604E1;2.903961182E-2;-1.930984497E-2;-9.810598755E0;9.810660737E0
1.154782704E1;9.580078125E-3;-3.667373657E-2;-9.834848328E0;9.834921371E0
1.155786804E1;2.110610962E-2;-3.158432007E-2;-9.821675720E0;9.821749182E0
1.156791004E1;4.340972900E-2;-1.691482544E-2;-9.827663269E0;9.827773697E0
1.157795104E1;4.056564331E-2;3.891906738E-3;-9.805209961E0;9.805294646E0
1.158799204E1;4.520599365E-2;1.377136230E-2;-9.797126770E0;9.797240743E0
1.159803404E1;2.439926147E-2;5.837860107E-3;-9.774523773E0;9.774555969E0
1.160807504E1;2.245330811E-2;2.185455322E-2;-9.767638092E0;9.767688348E0
1.161811704E1;7.634124756E-3;-1.077758789E-2;-9.768386536E0;9.768395464E0
1.162815804E1;3.353027344E-2;3.442840576E-3;-9.773925018E0;9.773983139E0
1.163819904E1;5.298980713E-2;-3.188369751E-2;-9.806706848E0;9.806901840E0
1.164824104E1;3.278182983E-2;-3.457809448E-2;-9.802515564E0;9.802631365E0
1.165828204E1;3.457809448E-2;-3.787124634E-2;-9.812095642E0;9.812229653E0
1.166832304E1;1.646575928E-3;-1.437011719E-2;-9.826914825E0;9.826925470E0
1.167836504E1;-8.981323242E-3;4.790039062E-3;-9.824370117E0;9.824375390E0
1.168840604E1;-5.089416504E-3;-5.987548828E-4;-9.835147705E0;9.835149040E0
1.169844704E1;-9.879455566E-3;-1.152603149E-2;-9.845027161E0;9.845038865E0
1.170848904E1;-1.137634277E-2;-3.876937866E-2;-9.818681946E0;9.818765077E0
1.171853004E1;1.437011719E-2;-3.622467041E-2;-9.811047821E0;9.811125220E0
1.172857104E1;3.113525391E-2;-3.622467041E-2;-9.790241089E0;9.790357614E0
1.173861304E1;3.981719971E-2;-2.095642090E-2;-9.797725525E0;9.797828843E0
1.174865404E1;6.227050781E-2;-9.729766846E-3;-9.804012451E0;9.804215034E0
1.175869504E1;5.343887329E-2;1.496887207E-4;-9.814340973E0;9.814486460E0
1.176873704E1;2.769241333E-2;-6.137237549E-3;-9.808952179E0;9.808993189E0
1.177877804E1;2.619552612E-2;-8.532257080E-3;-9.809101868E0;9.809140556E0
1.178881904E1;5.987548828E-3;-1.676513672E-2;-9.813592529E0;9.813608676E0
1.179886104E1;9.729766846E-3;-1.257385254E-2;-9.806108093E0;9.806120982E0
1.180890204E1;2.993774414E-2;-1.541793823E-2;-9.823771362E0;9.823829078E0
1.181894404E1;2.170486450E-2;-3.143463135E-2;-9.827064514E0;9.827138760E0
1.182898504E1;1.511856079E-2;-3.757186890E-2;-9.810299377E0;9.810382974E0
1.183902567E1;1.347198486E-2;-7.783813477E-3;-9.826016693E0;9.826029012E0
1.184906767E1;7.185058594E-3;1.332229614E-2;-9.802665253E0;9.802676939E0
1.185910867E1;1.826202393E-2;9.280700684E-3;-9.782457275E0;9.782478724E0
1.186914967E1;2.155517578E-2;-5.538482666E-3;-9.781858521E0;9.781883838E0
1.187919167E1;3.442840576E-2;-1.107696533E-2;-9.800120544E0;9.800187279E0
1.188923267E1;1.541793823E-2;-4.490661621E-3;-9.808952179E0;9.808965324E0
1.189927367E1;2.409988403E-2;-2.859054565E-2;-9.799821167E0;9.799892506E0
1.190931567E1;3.382965088E-2;-3.547622681E-2;-9.808952179E0;9.809074669E0
1.191935667E1;3.053649902E-2;-1.466949463E-2;-9.805509338E0;9.805567860E0
1.192939767E1;4.939727783E-2;-1.871109009E-2;-9.795629883E0;9.795772302E0
1.193943967E1;3.218307495E-2;-1.407073975E-2;-9.783804474E0;9.783867524E0
1.194948067E1;3.098556519E-2;-1.212478638E-2;-9.777667236E0;9.777723851E0
1.195952167E1;1.362167358E-2;1.496887207E-3;-9.796827393E0;9.796836977E0
1.196956367E1;9.879455566E-3;8.981323242E-3;-9.805808716E0;9.805817806E0
1.197960467E1;7.783813477E-3;1.257385254E-2;-9.837093658E0;9.837104774E0
1.198964567E1;6.586303711E-3;-2.395019531E-3;-9.820777588E0;9.820780088E0
1.199968767E1;2.155517578E-2;-3.083587646E-2;-9.830207977E0;9.830279973E0
1.200972867E1;4.535568237E-2;-2.424957275E-2;-9.831405487E0;9.831540013E0
1.201977067E1;4.640350342E-2;-4.176315308E-2;-9.826914825E0;9.827113128E0
1.202981167E1;3.517684937E-2;-2.380050659E-2;-9.814640350E0;9.814732247E0
1.203985267E1;2.395019531E-2;-4.161346436E-2;-9.836494904E0;9.836612083E0
1.204989467E1;1.960922241E-2;-1.437011719E-2;-9.837243347E0;9.837273387E0
1.205993567E1;3.053649902E-2;-2.395019531E-3;-9.834848328E0;9.834896026E0
1.206997667E1;1.886077881E-2;-3.891906738E-3;-9.817035370E0;9.817054259E0
1.208001867E1;2.409988403E-2;1.347198486E-2;-9.794432373E0;9.794471288E0
1.209005967E1;1.826202393E-2;-3.742218018E-3;-9.803264008E0;9.803281732E0
1.210010067E1;3.293151855E-2;-3.293151855E-3;-9.816286926E0;9.816342718E0
1.211014267E1;1.496887207E-4;1.392105103E-2;-9.816735992E0;9.816745864E0
1.212018367E1;8.981323242E-3;8.831634521E-3;-9.808802490E0;9.808810578E0
1.213022467E1;4.041595459E-3;-1.945953369E-2;-9.799372101E0;9.799392256E0
1.214026667E1;1.422042847E-2;-2.215393066E-2;-9.806407471E0;9.806442806E0
1.215030767E1;2.439926147E-2;-2.784210205E-2;-9.806257782E0;9.806327661E0
1.216034867E1;4.415817261E-2;-2.814147949E-2;-9.797126770E0;9.797266702E0
1.217039067E1;4.969665527E-2;-1.571731567E-2;-9.805209961E0;9.805348498E0
1.218043167E1;3.802093506E-2;-2.469863892E-2;-9.805958405E0;9.806063219E0
1.219047267E1;2.275268555E-2;-1.901046753E-2;-9.806706848E0;9.806751669E0
1.220051467E1;1.047821045E-2;-1.481918335E-2;-9.808652802E0;9.808669593E0
1.221055567E1;1.556762695E-2;-1.571731567E-2;-9.807604980E0;9.807629930E0
1.222059767E1;1.347198486E-2;-9.729766846E-3;-9.796827393E0;9.796841487E0
1.223063867E1;2.799179077E-2;-9.280700684E-3;-9.792037354E0;9.792081761E0
1.224067967E1;2.978805542E-2;-8.831634521E-3;-9.778864746E0;9.778914104E0
1.225072167E1;3.457809448E-2;-1.511856079E-2;-9.796677704E0;9.796750392E0
1.226076267E1;2.065704346E-2;-1.092727661E-2;-9.818232880E0;9.818260691E0
1.227080367E1;1.047821045E-2;1.047821045E-3;-9.826615448E0;9.826621090E0
1.228084567E1;1.811233521E-2;-7.783813477E-3;-9.832004242E0;9.832024006E0
1.229088667E1;4.490661621E-2;-1.272354126E-2;-9.820927277E0;9.821038187E0
1.230092767E1;5.059478760E-2;-3.308120728E-2;-9.831106110E0;9.831291957E0
1.231096967E1;3.981719971E-2;-2.694396973E-2;-9.846374359E0;9.846491731E0
1.232101067E1;4.176315308E-2;-3.173400879E-2;-9.847272491E0;9.847412184E0
1.233105167E1;3.293151855E-2;-1.856140137E-2;-9.821376343E0;9.821449093E0
1.234109367E1;1.601669312E-2;-2.185455322E-2;-9.811945953E0;9.811983365E0
1.235113467E1;1.122665405E-2;-2.095642090E-2;-9.810299377E0;9.810328184E0
1.236117567E1;2.305206299E-2;-1.302291870E-2;-9.807604980E0;9.807640718E0
1.237121767E1;2.140548706E-2;3.143463135E-3;-9.827962646E0;9.827986460E0
1.238125867E1;3.083587646E-2;2.694396973E-3;-9.817035370E0;9.817084168E0
1.239129967E1;3.412902832E-2;6.436614990E-3;-9.826166382E0;9.826227760E0
1.240134167E1;4.221221924E-2;-2.439926147E-2;-9.832153931E0;9.832274819E0
1.241138267E1;3.173400879E-2;-2.814147949E-2;-9.826465759E0;9.826557297E0
1.242142467E1;1.975891113E-2;-3.442840576E-2;-9.838141479E0;9.838221562E0
1.243146567E1;5.239105225E-2;-2.035766602E-2;-9.810449066E0;9.810610080E0
1.244150667E1;5.403762817E-2;-4.790039062E-3;-9.799521790E0;9.799671949E0
1.245154867E1;4.206253052E-2;-1.152603149E-2;-9.791887665E0;9.791984791E0
1.246158967E1;4.071533203E-2;-1.661544800E-2;-9.800868988E0;9.800967643E0
1.247163067E1;1.721420288E-2;-7.634124756E-3;-9.803264008E0;9.803282094E0
1.248167267E1;-4.041595459E-3;-1.092727661E-2;-9.814640350E0;9.814647266E0
1.249171367E1;-1.047821045E-3;-2.095642090E-2;-9.826615448E0;9.826637850E0
1.250175467E1;2.993774414E-4;-5.688171387E-3;-9.813442841E0;9.813444494E0
1.251179667E1;2.724334717E-2;-8.681945801E-3;-9.806706848E0;9.806748533E0
1.252183767E1;6.002517700E-2;1.347198486E-3;-9.813143463E0;9.813327135E0
1.253187867E1;5.837860107E-2;-1.646575928E-3;-9.816735992E0;9.816909713E0
1.254192067E1;4.790039063E-2;-2.544708252E-3;-9.826316071E0;9.826433149E0
1.255196167E1;3.592529297E-2;-3.278182983E-2;-9.832752686E0;9.832872960E0
1.256200267E1;1.332229614E-2;-1.676513672E-2;-9.836345215E0;9.836368524E0
1.257204467E1;3.158432007E-2;-1.661544800E-2;-9.817933502E0;9.817998365E0
1.258208567E1;3.188369751E-2;-1.481918335E-2;-9.804910583E0;9.804973622E0
1.259212767E1;1.945953369E-2;-3.218307495E-2;-9.812395020E0;9.812467093E0
1.260216867E1;3.742218018E-2;-9.131011963E-3;-9.812694397E0;9.812770003E0
1.261220967E1;3.532653809E-2;-1.242416382E-2;-9.825717316E0;9.825788675E0
1.262225167E1;3.742218018E-2;-5.239105225E-3;-9.810598755E0;9.810671526E0
1.263229267E1;3.308120728E-2;-9.879455566E-3;-9.816586304E0;9.816647016E0
1.264233367E1;3.023712158E-2;-1.092727661E-2;-9.813442841E0;9.813495507E0
1.265237567E1;3.457809448E-2;-1.302291870E-2;-9.811945953E0;9.812015523E0
1.266241667E1;3.248245239E-2;-1.796264648E-2;-9.810299377E0;9.810369598E0
1.267245767E1;2.903961182E-2;1.047821045E-3;-9.807305603E0;9.807348652E0
1.268249967E1;3.218307495E-2;3.592529297E-3;-9.807904358E0;9.807957818E0
1.269254067E1;2.799179077E-2;-1.631607056E-2;-9.804760895E0;9.804814428E0
1.270258167E1;2.799179077E-2;-3.053649902E-2;-9.803713074E0;9.803800592E0
1.271262367E1;2.888992310E-2;-1.736389160E-2;-9.808503113E0;9.808561028E0
1.272266467E1;1.616638184E-2;-3.263214111E-2;-9.814790039E0;9.814857601E0
1.273270567E1;2.140548706E-2;-2.005828857E-2;-9.828112335E0;9.828156114E0
1.274274767E1;2.814147949E-2;-1.856140137E-2;-9.805359650E0;9.805417601E0
1.275278867E1;4.296066284E-2;-2.619552612E-2;-9.793234863E0;9.793364126E0
1.276282967E1;4.311035156E-2;-4.640350342E-3;-9.786947937E0;9.787043985E0
1.277287167E1;3.323089600E-2;-4.490661621E-4;-9.792785797E0;9.792842190E0
1.278291267E1;1.945953369E-2;-1.796264648E-2;-9.799970856E0;9.800006638E0
1.279295467E1;1.766326904E-2;-1.002914429E-2;-9.801018677E0;9.801039724E0
1.280299567E1;2.604583740E-2;-1.047821045E-2;-9.802515564E0;9.802555767E0
1.281303667E1;4.415817261E-2;-6.885681152E-3;-9.807155914E0;9.807257745E0
1.282307867E1;3.532653809E-2;-6.586303711E-3;-9.793683929E0;9.793749857E0
1.283311967E1;3.248245239E-2;-1.347198486E-2;-9.816735992E0;9.816798977E0
1.284316104E1;3.323089600E-2;-2.784210205E-2;-9.817484436E0;9.817580156E0
1.285320304E1;9.729766846E-3;-3.263214111E-2;-9.822124786E0;9.822183812E0
1.286324404E1;3.547622681E-2;-2.559677124E-2;-9.820328522E0;9.820425960E0
1.287328504E1;3.487747192E-2;-2.574645996E-2;-9.827214203E0;9.827309820E0
1.288332704E1;2.409988403E-2;-2.559677124E-2;-9.825567627E0;9.825630524E0
1.289336804E1;2.918930054E-2;-1.751358032E-2;-9.805060272E0;9.805119361E0
1.290340904E1;4.011657715E-2;-3.891906738E-3;-9.813742218E0;9.813824984E0
1.291345104E1;4.340972900E-2;3.891906738E-3;-9.812095642E0;9.812192438E0
1.292349204E1;2.829116821E-2;1.347198486E-3;-9.814790039E0;9.814830906E0
1.293353304E1;3.308120728E-2;1.287322998E-2;-9.835447083E0;9.835511141E0
1.294357504E1;2.035766602E-2;-2.050735474E-2;-9.836644592E0;9.836687035E0
1.295361604E1;3.203338623E-2;-3.323089600E-2;-9.847272491E0;9.847380664E0
1.296365704E1;3.832031250E-2;-3.697311401E-2;-9.840087433E0;9.840231509E0
1.297369904E1;2.859054565E-2;-3.547622681E-2;-9.833800507E0;9.833906059E0
1.298374004E1;3.412902832E-2;-2.948867798E-2;-9.817035370E0;9.817138984E0
1.299378104E1;4.101470947E-2;-2.963836670E-2;-9.811197510E0;9.811328005E0
1.300382304E1;2.320175171E-2;-2.874023438E-2;-9.832004242E0;9.832073623E0
1.301386404E1;7.484436035E-4;-1.796264648E-2;-9.825867004E0;9.825883452E0
1.302390604E1;-1.496887207E-3;-6.586303711E-3;-9.820328522E0;9.820330844E0
1.303394704E1;2.035766602E-2;7.484436035E-3;-9.825867004E0;9.825890944E0
1.304398804E1;4.236190796E-2;1.302291870E-2;-9.825268250E0;9.825368202E0
1.305403004E1;4.775070190E-2;-3.442840576E-3;-9.816286926E0;9.816403669E0
1.306407104E1;4.909790039E-2;-1.811233521E-2;-9.789193268E0;9.789333149E0
1.307411204E1;3.712280273E-2;-2.245330811E-2;-9.782008209E0;9.782104419E0
1.308415404E1;2.769241333E-2;-1.511856079E-2;-9.794282684E0;9.794333502E0
1.309419504E1;2.589614868E-2;-2.155517578E-2;-9.827513580E0;9.827571338E0
1.310423604E1;3.592529297E-2;-2.050735474E-2;-9.827962646E0;9.828049703E0
1.311427804E1;2.664459229E-2;-4.206253052E-2;-9.815688171E0;9.815814458E0
1.312431904E1;2.948867798E-2;-3.906875610E-2;-9.815987549E0;9.816109591E0
1.313436004E1;3.308120728E-2;-1.960922241E-2;-9.807455292E0;9.807530688E0
1.314440204E1;3.921844482E-2;2.170486450E-2;-9.783654785E0;9.783757465E0
1.315444304E1;3.966751099E-2;1.466949463E-2;-9.807006226E0;9.807097420E0
1.316448404E1;4.430786133E-2;-3.742218018E-3;-9.818382568E0;9.818483256E0
1.317452604E1;5.688171387E-3;-2.619552612E-2;-9.806108093E0;9.806144732E0
1.318456704E1;1.437011719E-2;-6.122268677E-2;-9.807305603E0;9.807507222E0
1.319460804E1;1.272354126E-2;-5.718109131E-2;-9.795031128E0;9.795206295E0
1.320465004E1;2.275268555E-2;-4.206253052E-2;-9.786498871E0;9.786615712E0
1.321469104E1;1.826202393E-2;-2.769241333E-2;-9.763446808E0;9.763503159E0
1.322473304E1;4.790039063E-2;-2.544708252E-3;-9.776170349E0;9.776288029E0
1.323477404E1;5.074447632E-2;2.454895020E-2;-9.769733734E0;9.769896360E0
1.324481504E1;1.347198486E-2;4.026626587E-2;-9.767937469E0;9.768029754E0
1.325485704E1;4.041595459E-3;2.080673218E-2;-9.792187042E0;9.792209982E0
1.326489804E1;1.377136230E-2;-1.047821045E-2;-9.819580078E0;9.819595325E0
1.327493904E1;1.826202393E-2;-4.685256958E-2;-9.814191284E0;9.814320110E0
1.328498104E1;5.089416504E-2;-5.119354248E-2;-9.845625916E0;9.845890547E0
1.329502204E1;5.927673340E-2;-5.014572144E-2;-9.861343231E0;9.861648881E0
1.330506304E1;4.505630493E-2;-4.520599365E-2;-9.881251831E0;9.881457959E0
1.331510504E1;2.395019531E-2;-3.562591553E-2;-9.870773621E0;9.870866967E0
1.332514604E1;9.729766846E-3;-7.933502197E-3;-9.866432648E0;9.866440635E0
1.333518704E1;1.227447510E-2;1.811233521E-2;-9.836494904E0;9.836519237E0
1.334522904E1;2.020797729E-2;3.353027344E-2;-9.824370117E0;9.824448119E0
1.335527004E1;1.826202393E-2;2.080673218E-2;-9.791887665E0;9.791926800E0
1.336531104E1;3.008743286E-2;-2.694396973E-3;-9.785151672E0;9.785198300E0
1.337535304E1;2.649490356E-2;-3.876937866E-2;-9.767638092E0;9.767750966E0
1.338539404E1;2.664459229E-2;-5.014572144E-2;-9.766440582E0;9.766605663E0
1.339543604E1;3.293151855E-2;-5.044509888E-2;-9.779014435E0;9.779199993E0
1.340547704E1;3.098556519E-2;-1.766326904E-2;-9.785750427E0;9.785815424E0
1.341551804E1;4.415817261E-2;-6.137237549E-3;-9.784253540E0;9.784355111E0
1.342556004E1;3.787124634E-2;1.317260742E-2;-9.785750427E0;9.785832574E0
1.343560104E1;2.514770508E-2;3.891906738E-3;-9.792336731E0;9.792369795E0
1.344564204E1;2.544708252E-2;-1.272354126E-2;-9.819879456E0;9.819920670E0
1.345568404E1;1.047821045E-2;-9.280700684E-3;-9.823022919E0;9.823032891E0
1.346572504E1;3.592529297E-3;-1.871109009E-2;-9.838740234E0;9.838758682E0
1.347576604E1;2.859054565E-2;-2.829116821E-2;-9.842781830E0;9.842864012E0
1.348580804E1;2.963836670E-2;-3.802093506E-2;-9.839937744E0;9.840055835E0
1.349584904E1;5.284011841E-2;-2.574645996E-2;-9.817634125E0;9.817810080E0
