"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
4.342904563E1;4.535568237E-2;4.340972900E-3;-9.779014435E0;9.779120579E0
4.343908763E1;3.442840576E-2;-1.107696533E-2;-9.812245331E0;9.812311983E0
4.344912862E1;2.574645996E-2;-9.131011963E-3;-9.823621674E0;9.823659656E0
4.345916962E1;-2.844085693E-3;-1.631607056E-2;-9.824819183E0;9.824833143E0
4.346921162E1;-5.239105225E-3;-1.377136230E-2;-9.843230896E0;9.843241924E0
4.347925263E1;-8.232879639E-3;-1.811233521E-2;-9.842632141E0;9.842652249E0
4.348929363E1;-8.382568359E-3;-3.173400879E-2;-9.837542725E0;9.837597480E0
4.349933563E1;6.885681152E-3;-3.113525391E-2;-9.847272491E0;9.847324121E0
4.350937663E1;6.885681152E-3;-3.397933960E-2;-9.821675720E0;9.821736912E0
4.351941762E1;1.975891113E-2;-3.682342529E-2;-9.812544708E0;9.812633695E0
4.352945963E1;3.517684937E-2;-3.757186890E-2;-9.801767120E0;9.801902251E0
4.353950062E1;3.607498169E-2;-3.832031250E-2;-9.784103851E0;9.784245399E0
4.354954163E1;6.541397095E-2;-3.083587646E-2;-9.782157898E0;9.782425209E0
4.355958362E1;9.894424438E-2;-2.814147949E-2;-9.760752411E0;9.761294460E0
4.356962463E1;1.218466187E-1;-8.382568359E-3;-9.699529724E0;9.700298642E0
4.357966563E1;1.026864624E-1;-7.933502197E-3;-9.710007935E0;9.710554131E0
4.358970662E1;8.876541138E-2;-3.442840576E-3;-9.770332489E0;9.770736313E0
4.359974862E1;4.730163574E-2;2.095642090E-3;-9.782457275E0;9.782571859E0
4.360978962E1;8.083190918E-3;4.640350342E-3;-9.797575836E0;9.797580269E0
4.361983063E1;-1.272354126E-2;-9.729766846E-3;-9.846524048E0;9.846537076E0
4.362987263E1;-2.454895020E-2;-1.766326904E-2;-9.852062531E0;9.852108949E0
4.363991363E1;-2.769241333E-2;-8.681945801E-3;-9.844129028E0;9.844171807E0
4.364995462E1;-2.095642090E-3;-1.526824951E-2;-9.835596771E0;9.835608845E0
4.365999663E1;-1.571731567E-2;-4.340972900E-3;-9.863139496E0;9.863152974E0
4.367003762E1;-3.742218018E-3;1.242416382E-2;-9.865983582E0;9.865992114E0
4.368007863E1;-4.340972900E-3;1.541793823E-2;-9.850266266E0;9.850279289E0
4.369012062E1;2.529739380E-2;4.640350342E-3;-9.821526031E0;9.821559707E0
4.370016163E1;4.430786133E-2;2.993774414E-3;-9.827064514E0;9.827164856E0
4.371020263E1;5.254074097E-2;9.131011963E-3;-9.782307587E0;9.782452945E0
4.372024463E1;4.834945679E-2;5.987548828E-3;-9.755962372E0;9.756084016E0
4.373028562E1;6.047424316E-2;6.885681152E-3;-9.758058014E0;9.758247832E0
4.374032662E1;7.095245361E-2;7.783813477E-3;-9.798773346E0;9.799033316E0
4.375036763E1;5.882766724E-2;2.694396973E-3;-9.809850311E0;9.810027068E0
4.376040963E1;5.209167480E-2;-2.320175171E-2;-9.823172607E0;9.823338126E0
4.377045063E1;2.320175171E-2;-2.963836670E-2;-9.812095642E0;9.812167836E0
4.378049162E1;9.879455566E-3;-1.901046753E-2;-9.835746460E0;9.835769793E0
4.379053363E1;-6.885681152E-3;-1.975891113E-2;-9.829758911E0;9.829781182E0
4.380057462E1;-2.874023438E-2;-2.200424194E-2;-9.836644592E0;9.836711189E0
4.381061563E1;-1.062789917E-2;-2.320175171E-2;-9.807754669E0;9.807787871E0
4.382065762E1;-5.688171387E-3;-1.975891113E-2;-9.804012451E0;9.804034012E0
4.383069863E1;-5.239105225E-3;5.089416504E-3;-9.782606964E0;9.782609691E0
4.384073963E1;1.017883301E-2;2.335144043E-2;-9.788594513E0;9.788627659E0
4.385078163E1;3.128494263E-2;-1.227447510E-2;-9.758656769E0;9.758714636E0
4.386082262E1;4.685256958E-2;-4.445755005E-2;-9.768835602E0;9.769049117E0
4.387086438E1;7.768844604E-2;-6.212081909E-2;-9.776769104E0;9.777275111E0
4.388090638E1;7.708969116E-2;-9.849517822E-2;-9.776320038E0;9.777120108E0
4.389094737E1;5.583389282E-2;-9.999206543E-2;-9.798174591E0;9.798843868E0
4.390098837E1;4.475692749E-2;-7.244934082E-2;-9.826615448E0;9.826984443E0
4.391102938E1;1.930984497E-2;-5.478607178E-2;-9.856403503E0;9.856574679E0
4.392107138E1;1.362167358E-2;-2.619552612E-2;-9.843380585E0;9.843424866E0
4.393111238E1;-2.993774414E-4;-1.466949463E-2;-9.865235138E0;9.865246049E0
4.394115337E1;-3.293151855E-3;-1.122665405E-2;-9.851763153E0;9.851770100E0
4.395119538E1;-1.451980591E-2;-1.377136230E-2;-9.841584320E0;9.841604666E0
4.396123637E1;-4.191284180E-3;1.362167358E-2;-9.825867004E0;9.825877340E0
4.397127738E1;-2.694396973E-3;5.987548828E-4;-9.804162140E0;9.804162528E0
4.398131937E1;1.661544800E-2;1.511856079E-2;-9.781259766E0;9.781285562E0
4.399136038E1;2.544708252E-2;1.975891113E-2;-9.794582062E0;9.794635048E0
4.400140138E1;4.445755005E-2;2.335144043E-2;-9.793085175E0;9.793213926E0
4.401144338E1;5.298980713E-2;9.430389404E-3;-9.785600739E0;9.785748753E0
4.402148438E1;6.152206421E-2;9.280700684E-3;-9.787097626E0;9.787295389E0
4.403152537E1;6.855743408E-2;-1.796264648E-3;-9.802515564E0;9.802755466E0
4.404156638E1;7.409591675E-2;-2.245330811E-2;-9.803713074E0;9.804018788E0
4.405160837E1;4.236190796E-2;-2.275268555E-2;-9.802066498E0;9.802184442E0
4.406164938E1;4.206253052E-2;-4.385879517E-2;-9.807305603E0;9.807493872E0
4.407169037E1;1.796264648E-2;-2.484832764E-2;-9.811197510E0;9.811245419E0
4.408173238E1;1.571731567E-2;-2.305206299E-2;-9.846524048E0;9.846563576E0
4.409177337E1;1.856140137E-2;-1.511856079E-2;-9.823022919E0;9.823052090E0
4.410181438E1;3.308120728E-2;-2.799179077E-2;-9.823771362E0;9.823866942E0
4.411185637E1;1.002914429E-2;-2.245330811E-2;-9.829160156E0;9.829190918E0
4.412189738E1;9.131011963E-3;-2.215393066E-2;-9.833800507E0;9.833829700E0
4.413193838E1;1.960922241E-2;-3.293151855E-2;-9.826316071E0;9.826390819E0
4.414198038E1;8.382568359E-3;-3.038681030E-2;-9.815538483E0;9.815589097E0
4.415202138E1;3.173400879E-2;-4.206253052E-2;-9.832453308E0;9.832594488E0
4.416206237E1;1.871109009E-2;-3.637435913E-2;-9.827663269E0;9.827748396E0
4.417210437E1;3.577560425E-2;-1.766326904E-2;-9.825567627E0;9.825648634E0
4.418214537E1;4.610412598E-2;-1.437011719E-2;-9.795180817E0;9.795299859E0
4.419218638E1;5.313949585E-2;-2.245330811E-2;-9.811347198E0;9.811516794E0
4.420222738E1;5.059478760E-2;-1.137634277E-2;-9.802365875E0;9.802503048E0
4.421226938E1;6.047424316E-2;-1.332229614E-2;-9.801916809E0;9.802112413E0
4.422231037E1;5.837860107E-2;3.891906738E-3;-9.796827393E0;9.797002101E0
4.423235137E1;5.269042969E-2;-7.484436035E-4;-9.815837860E0;9.815979306E0
4.424239337E1;5.598358154E-2;1.347198486E-2;-9.823921051E0;9.824089804E0
4.425243438E1;2.844085693E-2;8.981323242E-4;-9.790540466E0;9.790581817E0
4.426247538E1;2.754272461E-2;-2.649490356E-2;-9.794881439E0;9.794955997E0
4.427251738E1;1.886077881E-2;-3.667373657E-2;-9.823621674E0;9.823708235E0
4.428255838E1;1.152603149E-2;-3.577560425E-2;-9.818232880E0;9.818304824E0
4.429259937E1;-2.095642090E-3;-3.068618774E-2;-9.817334747E0;9.817382929E0
4.430264137E1;-1.032852173E-2;-2.110610962E-2;-9.816436615E0;9.816464739E0
4.431268237E1;-5.987548828E-3;-6.286926270E-3;-9.827363892E0;9.827367727E0
4.432272338E1;-1.137634277E-2;-4.490661621E-3;-9.831704865E0;9.831712472E0
4.433276438E1;1.332229614E-2;-2.544708252E-3;-9.827064514E0;9.827073874E0
4.434280638E1;2.065704346E-2;-1.945953369E-3;-9.805359650E0;9.805381602E0
4.435284737E1;1.960922241E-2;-5.987548828E-3;-9.811047821E0;9.811069244E0
4.436288837E1;2.035766602E-2;8.532257080E-3;-9.815388794E0;9.815413614E0
4.437293037E1;2.739303589E-2;-1.062789917E-2;-9.813592529E0;9.813636516E0
4.438297138E1;4.056564331E-2;-3.203338623E-2;-9.810000000E0;9.810136172E0
4.439301238E1;4.700225830E-2;-2.050735474E-2;-9.803713074E0;9.803847194E0
4.440305438E1;3.083587646E-2;-1.841171265E-2;-9.812544708E0;9.812610432E0
4.441309538E1;4.326004028E-2;-2.799179077E-2;-9.818382568E0;9.818517772E0
4.442313637E1;5.388793945E-2;-2.634521484E-2;-9.800120544E0;9.800304111E0
4.443317838E1;5.119354248E-2;-5.837860107E-3;-9.799372101E0;9.799507561E0
4.444321937E1;3.323089600E-2;2.245330811E-3;-9.804162140E0;9.804218714E0
4.445326038E1;3.218307495E-2;7.035369873E-3;-9.805060272E0;9.805115613E0
4.446330138E1;8.831634521E-3;9.131011963E-3;-9.808054047E0;9.808062273E0
4.447334338E1;1.721420288E-2;1.047821045E-2;-9.783954163E0;9.783974917E0
4.448338437E1;-1.646575928E-3;5.987548828E-4;-9.817634125E0;9.817634281E0
4.449342537E1;4.939727783E-3;1.332229614E-2;-9.837692413E0;9.837702674E0
4.450346737E1;-5.538482666E-3;1.032852173E-2;-9.834548950E0;9.834555933E0
4.451350838E1;-6.735992432E-3;-6.436614990E-3;-9.801467743E0;9.801472171E0
4.452354938E1;6.286926270E-3;-1.182540894E-2;-9.814340973E0;9.814350111E0
4.453359138E1;9.879455566E-3;-2.814147949E-2;-9.800270233E0;9.800315617E0
4.454363238E1;2.948867798E-2;-4.610412598E-2;-9.792037354E0;9.792190292E0
4.455367337E1;3.847000122E-2;-4.370910645E-2;-9.779912567E0;9.780085902E0
4.456371538E1;3.367996216E-2;-6.107299805E-2;-9.807604980E0;9.807852961E0
4.457375637E1;5.777984619E-2;-4.849914551E-2;-9.823771362E0;9.824060996E0
4.458379738E1;4.745132446E-2;-4.685256958E-2;-9.833501129E0;9.833727231E0
4.459383838E1;4.326004028E-2;-5.748046875E-2;-9.804910583E0;9.805174501E0
4.460388038E1;4.864883423E-2;-4.984634399E-2;-9.814490662E0;9.814737812E0
4.461392138E1;4.745132446E-2;-3.637435913E-2;-9.821675720E0;9.821857700E0
4.462396237E1;2.963836670E-2;-4.370910645E-2;-9.808054047E0;9.808196221E0
4.463400437E1;3.442840576E-2;-4.790039063E-2;-9.816137238E0;9.816314483E0
4.464404537E1;1.916015625E-2;-4.071533203E-2;-9.808952179E0;9.809055393E0
4.465408638E1;2.230361938E-2;-2.155517578E-2;-9.810898132E0;9.810947163E0
4.466412838E1;3.442840576E-2;-1.392105103E-2;-9.829160156E0;9.829230310E0
4.467416938E1;4.326004028E-2;1.646575928E-3;-9.809700623E0;9.809796147E0
4.468421037E1;4.565505981E-2;8.831634521E-3;-9.803563385E0;9.803673670E0
4.469425238E1;8.083190918E-3;1.496887207E-3;-9.816735992E0;9.816739434E0
4.470429337E1;2.080673218E-2;-8.068222046E-2;-9.854008484E0;9.854360747E0
4.471433438E1;1.960922241E-2;-1.781295776E-2;-9.794282684E0;9.794318512E0
4.472437538E1;3.053649902E-2;-3.592529297E-3;-9.761351166E0;9.761399591E0
4.473441738E1;6.271957397E-2;1.691482544E-2;-9.753417664E0;9.753633988E0
4.474445838E1;5.927673340E-2;3.562591553E-2;-9.755064240E0;9.755309388E0
4.475449937E1;1.107696533E-1;3.263214111E-2;-9.765243073E0;9.765925816E0
4.476454137E1;1.432521057E-1;1.526824951E-2;-9.781409454E0;9.782470301E0
4.477458237E1;1.492396545E-1;2.679428101E-2;-9.784852295E0;9.786027020E0
4.478462338E1;1.384620667E-1;1.122665405E-2;-9.803862762E0;9.804846906E0
4.479466538E1;1.393601990E-1;-1.077758789E-2;-9.825268250E0;9.826262443E0
4.480470638E1;8.158035278E-2;-2.395019531E-3;-9.806407471E0;9.806747094E0
4.481474737E1;-2.028282166E-1;-7.933502197E-3;-9.900711365E0;9.902791917E0
4.482478938E1;-5.523513794E-1;8.831634521E-3;-1.002944366E1;1.004464585E1
4.483483037E1;-2.659968567E-1;-3.218307495E-2;-9.858499146E0;9.862139498E0
4.484487138E1;2.095642090E-1;-4.984634399E-2;-9.713301086E0;9.715689364E0
4.485491238E1;3.767665100E-1;-1.751358032E-2;-9.702074432E0;9.709403072E0
4.486495438E1;1.848655701E-1;3.128494263E-2;-9.738149414E0;9.739954211E0
4.487499492E1;-2.215393066E-2;2.918930054E-2;-9.817035370E0;9.817103762E0
4.488503592E1;-1.375639343E-1;2.769241333E-2;-9.884844360E0;9.885840315E0
4.489507792E1;-8.277786255E-2;-2.245330811E-3;-9.846673737E0;9.847021930E0
4.490511892E1;3.427871704E-2;-2.290237427E-2;-9.764344940E0;9.764431968E0
4.491515992E1;1.495390320E-1;-4.355941772E-2;-9.713301086E0;9.714549775E0
4.492520192E1;1.549278259E-1;-9.325607300E-2;-9.739346924E0;9.741025502E0
4.493524292E1;5.164260864E-2;-8.187973022E-2;-9.844578094E0;9.845054043E0
4.494528392E1;1.106199646E-1;-8.487350464E-2;-9.845326538E0;9.846313774E0
4.495532492E1;1.468446350E-1;-8.247848511E-2;-9.863289185E0;9.864727041E0
4.496536692E1;1.025367737E-1;-6.571334839E-2;-9.815538483E0;9.816293992E0
4.497540792E1;-3.023712158E-2;-4.640350342E-2;-9.809700623E0;9.809856975E0
4.498544892E1;-9.175918579E-2;-7.933502197E-3;-9.817035370E0;9.817467400E0
4.499549092E1;-4.535568237E-2;-1.945953369E-3;-9.784403229E0;9.784508545E0
4.500553192E1;5.972579956E-2;1.197509766E-2;-9.751022644E0;9.751212908E0
4.501557292E1;1.462458801E-1;7.708969116E-2;-9.730814667E0;9.732218902E0
4.502561492E1;1.207987976E-1;1.019380188E-1;-9.748477936E0;9.749759267E0
4.503565592E1;5.523513794E-2;5.867797852E-2;-9.789342957E0;9.789674639E0
4.504569692E1;-1.047821045E-3;1.122665405E-2;-9.836345215E0;9.836351677E0
4.505573892E1;-4.146377563E-2;-3.652404785E-2;-9.856852570E0;9.857007448E0
4.506577992E1;-4.790039063E-2;-5.358856201E-2;-9.864636383E0;9.864898233E0
4.507582092E1;-2.499801636E-2;-5.957611084E-2;-9.832602997E0;9.832815258E0
4.508586192E1;1.886077881E-2;-5.119354248E-2;-9.780211945E0;9.780364113E0
4.509590392E1;3.891906738E-2;-2.185455322E-2;-9.775721283E0;9.775823184E0
4.510594492E1;4.834945679E-2;1.721420288E-2;-9.780661011E0;9.780795663E0
4.511598592E1;6.481521606E-2;2.559677124E-2;-9.785750427E0;9.785998551E0
4.512602792E1;7.140151978E-2;-5.538482666E-3;-9.796228638E0;9.796490411E0
4.513606892E1;9.280700684E-3;-1.511856079E-2;-9.841284943E0;9.841300931E0
4.514610992E1;-1.302291870E-2;-1.841171265E-2;-9.873917084E0;9.873942838E0
4.515615192E1;-8.083190918E-3;-1.721420288E-2;-9.848170624E0;9.848188986E0
4.516619292E1;7.185058594E-3;-3.457809448E-2;-9.829309845E0;9.829373291E0
4.517623392E1;7.140151978E-2;-2.978805542E-2;-9.797126770E0;9.797432238E0
4.518627592E1;9.385482788E-2;-2.724334717E-2;-9.795480194E0;9.795967699E0
4.519631692E1;7.424560547E-2;-2.080673218E-2;-9.785900116E0;9.786203881E0
4.520635792E1;2.065704346E-2;-1.047821045E-2;-9.801617432E0;9.801644800E0
4.521639892E1;-1.616638184E-2;-2.080673218E-2;-9.832602997E0;9.832638301E0
4.522644092E1;-9.280700684E-3;-4.730163574E-2;-9.870623932E0;9.870741633E0
4.523648192E1;2.230361938E-2;-4.730163574E-2;-9.872120819E0;9.872259334E0
4.524652292E1;7.289840698E-2;-6.092330933E-2;-9.854457550E0;9.854915496E0
4.525656492E1;8.547225952E-2;-4.879852295E-2;-9.810748444E0;9.811242114E0
4.526660592E1;9.295669556E-2;-2.350112915E-2;-9.825268250E0;9.825736075E0
4.527664692E1;8.217910767E-2;-6.586303711E-3;-9.821226654E0;9.821572673E0
4.528668892E1;5.149291992E-2;8.083190918E-3;-9.815089417E0;9.815227818E0
4.529672992E1;2.604583740E-2;1.511856079E-2;-9.814640350E0;9.814686555E0
4.530677092E1;5.688171387E-3;2.829116821E-2;-9.838141479E0;9.838183802E0
4.531681192E1;3.188369751E-2;1.302291870E-2;-9.821226654E0;9.821287042E0
4.532685392E1;5.313949585E-2;8.232879639E-3;-9.827363892E0;9.827511010E0
4.533689492E1;6.316864014E-2;1.272354126E-2;-9.803862762E0;9.804074522E0
4.534693592E1;4.670288086E-2;2.110610962E-2;-9.817933502E0;9.818067268E0
4.535697792E1;2.814147949E-2;-2.544708252E-3;-9.827363892E0;9.827404514E0
4.536701892E1;1.197509766E-3;-5.837860107E-3;-9.838440857E0;9.838442662E0
4.537705992E1;9.131011963E-3;-1.062789917E-2;-9.805359650E0;9.805369661E0
4.538710192E1;-1.646575928E-3;-8.232879639E-3;-9.841135254E0;9.841138835E0
4.539714292E1;4.101470947E-2;-1.392105103E-2;-9.837542725E0;9.837638073E0
4.540718392E1;6.316864014E-2;-1.511856079E-2;-9.812694397E0;9.812909364E0
4.541722592E1;1.065783691E-1;-4.550537109E-2;-9.827214203E0;9.827897470E0
4.542726692E1;6.286926270E-2;-4.340972900E-2;-9.865983582E0;9.866279389E0
4.543730792E1;-1.032852173E-2;-4.011657715E-2;-9.845925293E0;9.846012436E0
4.544734892E1;-1.332229614E-2;-9.131011963E-3;-9.795480194E0;9.795493509E0
4.545739092E1;-6.885681152E-3;-3.023712158E-2;-9.746082916E0;9.746132254E0
4.546743192E1;-2.395019531E-2;-2.125579834E-2;-9.743238831E0;9.743291453E0
4.547747292E1;-3.906875610E-2;-2.469863892E-2;-9.753267975E0;9.753377496E0
4.548751492E1;-3.053649902E-2;-4.071533203E-2;-9.798623657E0;9.798755829E0
4.549755592E1;-4.490661621E-4;-3.697311401E-2;-9.809101868E0;9.809171558E0
4.550759692E1;2.978805542E-2;-3.832031250E-2;-9.848619690E0;9.848739288E0
4.551763892E1;2.230361938E-2;-3.248245239E-2;-9.865833893E0;9.865912576E0
4.552767992E1;3.832031250E-2;-1.526824951E-2;-9.893376617E0;9.893462612E0
4.553772092E1;4.819976807E-2;2.170486450E-2;-9.837842102E0;9.837984120E0
4.554776292E1;3.442840576E-2;4.969665527E-2;-9.775721283E0;9.775908228E0
4.555780392E1;1.586700439E-2;9.265731812E-2;-9.771529999E0;9.771982176E0
4.556784492E1;-8.382568359E-3;1.023870850E-1;-9.773775330E0;9.774315197E0
4.557788592E1;-2.574645996E-2;6.721023560E-2;-9.760602722E0;9.760868076E0
4.558792792E1;-1.496887207E-2;2.829116821E-2;-9.819879456E0;9.819931618E0
4.559796892E1;9.280700684E-3;-1.706451416E-2;-9.833052063E0;9.833071250E0
4.560800992E1;6.361770630E-2;-4.355941772E-2;-9.870623932E0;9.870925055E0
4.561805192E1;9.131011963E-2;-5.463638306E-2;-9.863139496E0;9.863713468E0
4.562809292E1;8.487350464E-2;-4.819976807E-2;-9.842332764E0;9.842816719E0
4.563813392E1;4.161346436E-2;-5.179229736E-2;-9.814790039E0;9.815014907E0
4.564817592E1;1.437011719E-2;-1.751358032E-2;-9.811945953E0;9.811972106E0
4.565821692E1;-7.484436035E-4;-1.451980591E-2;-9.793983307E0;9.793994098E0
4.566825792E1;-1.107696533E-2;-1.227447510E-2;-9.798473969E0;9.798487918E0
4.567829892E1;3.592529297E-3;-4.041595459E-3;-9.827663269E0;9.827664757E0
4.568834092E1;4.236190796E-2;-5.837860107E-3;-9.817484436E0;9.817577566E0
4.569838192E1;5.104385376E-2;-2.260299683E-2;-9.800868988E0;9.801027971E0
4.570842292E1;7.364685059E-2;-2.499801636E-2;-9.833650818E0;9.833958367E0
4.571846492E1;7.244934082E-2;-3.697311401E-2;-9.842931519E0;9.843267587E0
4.572850592E1;5.748046875E-2;-3.981719971E-2;-9.842781830E0;9.843030202E0
4.573854692E1;3.891906738E-2;-1.916015625E-2;-9.843081207E0;9.843176797E0
4.574858892E1;1.466949463E-2;-2.634521484E-2;-9.840686188E0;9.840732387E0
4.575862992E1;-1.317260742E-2;-1.990859985E-2;-9.791139221E0;9.791168322E0
4.576867092E1;1.422042847E-2;-5.538482666E-3;-9.828411713E0;9.828423561E0
4.577871292E1;3.158432007E-2;-1.062789917E-2;-9.799671478E0;9.799728139E0
4.578875392E1;3.487747192E-2;9.430389404E-3;-9.769733734E0;9.769800541E0
4.579879492E1;5.508544922E-2;1.287322998E-2;-9.812095642E0;9.812258711E0
4.580883592E1;5.987548828E-2;6.735992432E-3;-9.812993774E0;9.813178754E0
4.581887792E1;5.478607178E-2;1.945953369E-2;-9.767787781E0;9.767960806E0
4.582891892E1;4.370910645E-2;6.735992432E-3;-9.786498871E0;9.786598797E0
4.583895992E1;5.343887329E-2;-1.856140137E-2;-9.810598755E0;9.810761855E0
4.584900192E1;3.772155762E-2;-2.290237427E-2;-9.791887665E0;9.791987106E0
4.585904292E1;1.796264648E-2;-2.619552612E-2;-9.801018677E0;9.801070144E0
4.586908412E1;1.047821045E-2;-3.382965088E-2;-9.777367859E0;9.777431999E0
4.587912613E1;-6.586303711E-3;-4.340972900E-2;-9.804760895E0;9.804859203E0
4.588916712E1;-8.532257080E-3;-3.323089600E-2;-9.809700623E0;9.809760619E0
4.589920813E1;1.077758789E-2;-5.164260864E-2;-9.794881439E0;9.795023508E0
4.590924913E1;2.799179077E-2;-5.059478760E-2;-9.804611206E0;9.804781705E0
4.591929113E1;2.409988403E-2;-5.179229736E-2;-9.821975098E0;9.822141216E0
4.592933213E1;3.083587646E-2;-5.179229736E-2;-9.793534241E0;9.793719733E0
4.593937312E1;3.592529297E-2;-6.062393188E-2;-9.774972839E0;9.775226846E0
4.594941512E1;4.326004028E-2;-5.792953491E-2;-9.763446808E0;9.763714500E0
4.595945612E1;7.050338745E-2;-4.415817261E-2;-9.795480194E0;9.795833446E0
4.596949713E1;8.098159790E-2;-4.355941772E-2;-9.801916809E0;9.802348115E0
4.597953913E1;9.205856323E-2;-4.146377563E-2;-9.812993774E0;9.813513175E0
4.598958013E1;8.322692871E-2;-4.296066284E-2;-9.796078949E0;9.796526686E0
4.599962112E1;6.167175293E-2;-3.652404785E-2;-9.802365875E0;9.802627921E0
4.600966213E1;6.331832886E-2;-2.080673218E-2;-9.786798248E0;9.787025191E0
4.601970412E1;6.721023560E-2;-1.781295776E-2;-9.805509338E0;9.805755856E0
4.602974513E1;6.855743408E-2;-2.679428101E-2;-9.774823151E0;9.775100290E0
4.603978613E1;5.478607178E-2;1.407073975E-2;-9.786049805E0;9.786213276E0
4.604982813E1;3.008743286E-2;2.335144043E-2;-9.822873230E0;9.822947065E0
4.605986913E1;1.856140137E-2;1.691482544E-2;-9.839638367E0;9.839670412E0
4.606991012E1;-1.032852173E-2;2.754272461E-2;-9.798623657E0;9.798667810E0
4.607995212E1;-4.041595459E-2;7.140151978E-2;-9.811047821E0;9.811390879E0
4.608999312E1;-2.454895020E-2;3.667373657E-2;-9.836943970E0;9.837042964E0
4.610003413E1;-1.032852173E-2;2.754272461E-2;-9.806407471E0;9.806451589E0
4.611007513E1;2.739303589E-2;-1.197509766E-3;-9.759854279E0;9.759892794E0
4.612011713E1;7.484436035E-2;-4.490661621E-3;-9.763297119E0;9.763585022E0
4.613015812E1;7.005432129E-2;-5.089416504E-3;-9.789792023E0;9.790043992E0
4.614019912E1;5.179229736E-2;-1.392105103E-2;-9.811646576E0;9.811793147E0
4.615024112E1;1.945953369E-2;-2.844085693E-3;-9.803862762E0;9.803882487E0
4.616028213E1;-1.107696533E-2;-4.490661621E-4;-9.806108093E0;9.806114360E0
4.617032313E1;-1.257385254E-2;6.286926270E-3;-9.816137238E0;9.816147304E0
4.618036513E1;3.293151855E-3;8.681945801E-3;-9.786498871E0;9.786503276E0
4.619040613E1;4.281097412E-2;1.167572021E-2;-9.748178558E0;9.748279556E0
4.620044712E1;6.691085815E-2;-4.086502075E-2;-9.767039337E0;9.767354014E0
4.621048813E1;7.214996338E-2;-1.137634277E-2;-9.804611206E0;9.804883270E0
4.622053012E1;3.727249146E-2;-8.382568359E-3;-9.823172607E0;9.823246896E0
4.623057113E1;-7.484436035E-4;-1.751358032E-2;-9.833052063E0;9.833067688E0
4.624061213E1;1.377136230E-2;3.592529297E-3;-9.844877472E0;9.844887759E0
4.625065413E1;2.769241333E-2;-2.095642090E-3;-9.849966888E0;9.850006039E0
4.626069512E1;6.242019653E-2;-2.185455322E-2;-9.827214203E0;9.827436741E0
4.627073612E1;5.508544922E-2;-1.766326904E-2;-9.827812958E0;9.827983208E0
4.628077812E1;3.682342529E-2;-2.963836670E-2;-9.804012451E0;9.804126404E0
4.629081913E1;2.215393066E-2;-1.676513672E-2;-9.826465759E0;9.826505034E0
4.630086013E1;4.790039062E-3;1.002914429E-2;-9.834249573E0;9.834255853E0
4.631090112E1;8.681945801E-3;-3.742218018E-3;-9.832752686E0;9.832757231E0
4.632094313E1;1.826202393E-2;-8.981323242E-4;-9.821526031E0;9.821543051E0
4.633098412E1;2.200424194E-2;-1.287322998E-2;-9.839937744E0;9.839970768E0
4.634102513E1;4.790039063E-2;-1.287322998E-2;-9.841135254E0;9.841260247E0
4.635106712E1;5.074447632E-2;-1.032852173E-2;-9.855655060E0;9.855791107E0
4.636110813E1;4.071533203E-2;-2.305206299E-2;-9.812395020E0;9.812506568E0
4.637114913E1;1.062789917E-2;-3.442840576E-3;-9.843679962E0;9.843686302E0
4.638119113E1;2.065704346E-2;-1.451980591E-2;-9.843979340E0;9.844011722E0
4.639123212E1;1.466949463E-2;-1.122665405E-2;-9.837991791E0;9.838009133E0
4.640127312E1;2.050735474E-2;-1.586700439E-2;-9.809700623E0;9.809734890E0
4.641131512E1;4.116439819E-2;-9.580078125E-3;-9.828411713E0;9.828502586E0
4.642135612E1;4.685256958E-2;-2.589614868E-2;-9.819280701E0;9.819426625E0
4.643139713E1;4.101470947E-2;-2.439926147E-2;-9.834848328E0;9.834964116E0
4.644143812E1;5.134323120E-2;-4.251159668E-2;-9.803264008E0;9.803490632E0
4.645148013E1;2.245330811E-2;-3.637435913E-2;-9.832153931E0;9.832246852E0
4.646152112E1;8.532257080E-3;-3.936813354E-2;-9.837842102E0;9.837924571E0
4.647156213E1;1.287322998E-2;-2.529739380E-2;-9.833052063E0;9.833093031E0
4.648160412E1;3.397933960E-2;-4.879852295E-2;-9.791288910E0;9.791469471E0
4.649164513E1;4.370910645E-2;-3.427871704E-2;-9.815688171E0;9.815845343E0
4.650168613E1;5.882766724E-2;-2.469863892E-2;-9.834848328E0;9.835055279E0
4.651172712E1;5.792953491E-2;-4.415817261E-2;-9.823921051E0;9.824191091E0
4.652176913E1;4.805007935E-2;-2.454895020E-2;-9.780661011E0;9.780809847E0
4.653181012E1;3.637435913E-2;-1.706451416E-2;-9.817634125E0;9.817716338E0
4.654185113E1;2.739303589E-2;-1.317260742E-2;-9.828262024E0;9.828309026E0
4.655189312E1;1.945953369E-2;-9.580078125E-3;-9.823921051E0;9.823944995E0
4.656193413E1;1.736389160E-2;-1.721420288E-2;-9.803413696E0;9.803444187E0
4.657197512E1;2.395019531E-2;-1.901046753E-2;-9.812245331E0;9.812292976E0
4.658201713E1;3.457809448E-2;-2.230361938E-2;-9.822424164E0;9.822510349E0
4.659205812E1;3.757186890E-2;-2.350112915E-2;-9.830507355E0;9.830607245E0
