Flag,NbPoints,Stdev,TIMESTAMP,co2
N,0,-9.989999771118164,2022-10-18 14:00:00,
N,0,-9.989999771118164,2022-10-18 15:00:00,
N,0,-9.989999771118164,2022-10-18 16:00:00,
N,0,-9.989999771118164,2022-10-18 17:00:00,
N,0,-9.989999771118164,2022-10-18 18:00:00,
N,0,-9.989999771118164,2022-10-18 19:00:00,
N,0,-9.989999771118164,2022-10-18 20:00:00,
N,0,-9.989999771118164,2022-10-18 21:00:00,
N,0,-9.989999771118164,2022-10-18 22:00:00,
N,0,-9.989999771118164,2022-10-18 23:00:00,
N,0,-9.989999771118164,2022-10-19 00:00:00,
N,0,-9.989999771118164,2022-10-19 01:00:00,
N,0,-9.989999771118164,2022-10-19 02:00:00,
N,0,-9.989999771118164,2022-10-19 03:00:00,
N,0,-9.989999771118164,2022-10-19 04:00:00,
N,0,-9.989999771118164,2022-10-19 05:00:00,
N,0,-9.989999771118164,2022-10-19 06:00:00,
N,0,-9.989999771118164,2022-10-19 07:00:00,
N,0,-9.989999771118164,2022-10-19 08:00:00,
N,0,-9.989999771118164,2022-10-19 09:00:00,
N,0,-9.989999771118164,2022-10-19 10:00:00,
N,0,-9.989999771118164,2022-10-19 11:00:00,
N,0,-9.989999771118164,2022-10-19 12:00:00,
N,0,-9.989999771118164,2022-10-19 13:00:00,
N,0,-9.989999771118164,2022-10-19 14:00:00,
N,0,-9.989999771118164,2022-10-19 15:00:00,
N,0,-9.989999771118164,2022-10-19 16:00:00,
N,0,-9.989999771118164,2022-10-19 17:00:00,
N,0,-9.989999771118164,2022-10-19 18:00:00,
N,0,-9.989999771118164,2022-10-19 19:00:00,
N,0,-9.989999771118164,2022-10-19 20:00:00,
N,0,-9.989999771118164,2022-10-19 21:00:00,
N,0,-9.989999771118164,2022-10-19 22:00:00,
N,0,-9.989999771118164,2022-10-19 23:00:00,
N,0,-9.989999771118164,2022-10-20 00:00:00,
N,0,-9.989999771118164,2022-10-20 01:00:00,
N,0,-9.989999771118164,2022-10-20 02:00:00,
N,0,-9.989999771118164,2022-10-20 03:00:00,
N,0,-9.989999771118164,2022-10-20 04:00:00,
N,0,-9.989999771118164,2022-10-20 05:00:00,
N,0,-9.989999771118164,2022-10-20 06:00:00,
N,0,-9.989999771118164,2022-10-20 07:00:00,
N,0,-9.989999771118164,2022-10-20 08:00:00,
N,0,-9.989999771118164,2022-10-20 09:00:00,
N,0,-9.989999771118164,2022-10-20 10:00:00,
N,0,-9.989999771118164,2022-10-20 11:00:00,
N,0,-9.989999771118164,2022-10-20 12:00:00,
N,0,-9.989999771118164,2022-10-20 13:00:00,
N,0,-9.989999771118164,2022-10-20 14:00:00,
N,0,-9.989999771118164,2022-10-20 15:00:00,
N,0,-9.989999771118164,2022-10-20 16:00:00,
N,0,-9.989999771118164,2022-10-20 17:00:00,
N,0,-9.989999771118164,2022-10-20 18:00:00,
N,0,-9.989999771118164,2022-10-20 19:00:00,
N,0,-9.989999771118164,2022-10-20 20:00:00,
N,0,-9.989999771118164,2022-10-20 21:00:00,
